id,date,category,subcategory,description,amount,department,vendor,cost_center,approved_by,status,created_at
141,2023-01-09,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,4860964.43,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2023-01-09 16:20:00
142,2023-01-09,Maintenance,Line Maintenance,Line Maintenance - Delta TechOps,2322330.12,Maintenance & Engineering,Delta TechOps,CC-MNT-310,VP Maintenance,Approved,2023-01-09 10:15:00
143,2023-01-09,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - GE Aerospace Services,1681687.33,Maintenance & Engineering,GE Aerospace Services,CC-MNT-310,VP Maintenance,Paid,2023-01-09 10:15:00
144,2023-01-09,Airport Operations,Landing Fees,Landing Fees - Atlanta ATL,2154047.28,Airport Operations,Atlanta ATL,CC-AIR-410,VP Airports,Approved,2023-01-09 10:15:00
145,2023-01-09,Airport Operations,Ground Handling,Ground Handling - dnata,837685.05,Airport Operations,dnata,CC-AIR-410,VP Airports,Approved,2023-01-09 16:20:00
146,2023-01-09,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - SMBC Aviation Capital,2765093.38,Fleet Management,SMBC Aviation Capital,CC-FLT-120,VP Fleet,Approved,2023-01-09 12:30:00
147,2023-01-09,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Sabre Travel Network,886954.68,Commercial & Marketing,Sabre Travel Network,CC-COM-510,Director Revenue Mgmt,Paid,2023-01-09 12:30:00
148,2023-01-09,Sales & Distribution,Credit Card Processing,Credit Card Processing - Mastercard Merchant Services,543617.39,Commercial & Marketing,Mastercard Merchant Services,CC-COM-510,Chief Commercial Officer,Paid,2023-01-09 12:30:00
149,2023-01-09,In-flight Services,Catering,Catering - Gate Gourmet,1052051.97,Customer Experience,Gate Gourmet,CC-CAB-610,VP Customer Experience,Approved,2023-01-09 14:45:00
150,2023-01-09,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Marsh Aviation,697880.52,Finance & Accounting,Marsh Aviation,CC-FIN-710,Controller,Approved,2023-01-09 12:30:00
151,2023-01-09,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,1855181.47,Finance & Accounting,Fixed Asset Register,CC-FIN-720,CFO,Approved,2023-01-09 10:15:00
152,2023-01-09,General & Admin,IT & Communications,IT & Communications - AT&T Business,404684.85,Corporate Services,AT&T Business,CC-COR-810,Director Procurement,Paid,2023-01-09 10:15:00
153,2023-01-09,General & Admin,Utilities & Facilities,Utilities & Facilities - ConEdison,305288.57,Corporate Services,ConEdison,CC-COR-810,VP Corporate Services,Approved,2023-01-09 16:20:00
154,2023-01-10,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,7896507.23,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Approved,2023-01-10 14:45:00
155,2023-01-10,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,4186415.04,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Paid,2023-01-10 16:20:00
156,2023-01-10,Fuel,Into-Plane Services,Into-Plane Services - Menzies Aviation,1647671.22,Flight Operations,Menzies Aviation,CC-FLT-110,Chief Pilot,Pending,2023-01-10 16:20:00
157,2023-01-10,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,5471127.69,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2023-01-10 14:45:00
158,2023-01-10,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,4755952.65,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2023-01-10 14:45:00
159,2023-01-10,Maintenance,Line Maintenance,Line Maintenance - Delta TechOps,2219145.95,Maintenance & Engineering,Delta TechOps,CC-MNT-310,VP Maintenance,Paid,2023-01-10 10:15:00
160,2023-01-10,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - GE Aerospace Services,1606967.76,Maintenance & Engineering,GE Aerospace Services,CC-MNT-310,Director Engineering,Approved,2023-01-10 16:20:00
161,2023-01-10,Airport Operations,Landing Fees,Landing Fees - Denver DEN,1914247.69,Airport Operations,Denver DEN,CC-AIR-410,Director Stations,Approved,2023-01-10 16:20:00
162,2023-01-10,Airport Operations,Ground Handling,Ground Handling - Menzies Aviation,744429.66,Airport Operations,Menzies Aviation,CC-AIR-410,VP Airports,Approved,2023-01-10 14:45:00
163,2023-01-10,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - Avolon,2870897.98,Fleet Management,Avolon,CC-FLT-120,Treasury Director,Approved,2023-01-10 14:45:00
164,2023-01-10,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Travelport,936938.35,Commercial & Marketing,Travelport,CC-COM-510,Chief Commercial Officer,Approved,2023-01-10 12:30:00
165,2023-01-10,Sales & Distribution,Credit Card Processing,Credit Card Processing - American Express Merchant,574252.53,Commercial & Marketing,American Express Merchant,CC-COM-510,Chief Commercial Officer,Paid,2023-01-10 16:20:00
166,2023-01-10,In-flight Services,Catering,Catering - dnata Catering,1098485.77,Customer Experience,dnata Catering,CC-CAB-610,VP Customer Experience,Paid,2023-01-10 16:20:00
167,2023-01-10,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Allianz Global Corporate & Specialty,604363.82,Finance & Accounting,Allianz Global Corporate & Specialty,CC-FIN-710,CFO,Approved,2023-01-10 12:30:00
168,2023-01-10,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,1702394.3,Finance & Accounting,Fixed Asset Register,CC-FIN-720,CFO,Approved,2023-01-10 14:45:00
169,2023-01-10,General & Admin,IT & Communications,IT & Communications - AT&T Business,377253.13,Corporate Services,AT&T Business,CC-COR-810,Director Procurement,Approved,2023-01-10 14:45:00
170,2023-01-10,General & Admin,Utilities & Facilities,Utilities & Facilities - CBRE,284594.46,Corporate Services,CBRE,CC-COR-810,Director Procurement,Approved,2023-01-10 16:20:00
171,2023-01-11,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,11211756.32,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Approved,2023-01-11 12:30:00
172,2023-01-11,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,567938.18,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Paid,2023-01-11 14:45:00
173,2023-01-11,Fuel,Into-Plane Services,Into-Plane Services - Menzies Aviation,1606321.98,Flight Operations,Menzies Aviation,CC-FLT-110,VP Flight Ops,Approved,2023-01-11 16:20:00
174,2023-01-11,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,5927723.36,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Pending,2023-01-11 12:30:00
175,2023-01-11,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,4712050.12,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Approved,2023-01-11 14:45:00
176,2023-01-11,Maintenance,Line Maintenance,Line Maintenance - AAR Corp,2259120.9,Maintenance & Engineering,AAR Corp,CC-MNT-310,VP Maintenance,Approved,2023-01-11 10:15:00
177,2023-01-11,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Rolls-Royce TotalCare,1635915.13,Maintenance & Engineering,Rolls-Royce TotalCare,CC-MNT-310,Director Engineering,Paid,2023-01-11 12:30:00
178,2023-01-11,Airport Operations,Landing Fees,Landing Fees - Chicago ORD,2011626.47,Airport Operations,Chicago ORD,CC-AIR-410,VP Airports,Paid,2023-01-11 14:45:00
179,2023-01-11,Airport Operations,Ground Handling,Ground Handling - Menzies Aviation,782299.18,Airport Operations,Menzies Aviation,CC-AIR-410,Director Stations,Approved,2023-01-11 12:30:00
180,2023-01-11,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - AerCap,2873175.55,Fleet Management,AerCap,CC-FLT-120,Treasury Director,Pending,2023-01-11 16:20:00
181,2023-01-11,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Amadeus,907141.33,Commercial & Marketing,Amadeus,CC-COM-510,Chief Commercial Officer,Approved,2023-01-11 10:15:00
182,2023-01-11,Sales & Distribution,Credit Card Processing,Credit Card Processing - Mastercard Merchant Services,555989.85,Commercial & Marketing,Mastercard Merchant Services,CC-COM-510,Chief Commercial Officer,Approved,2023-01-11 14:45:00
183,2023-01-11,In-flight Services,Catering,Catering - LSG Sky Chefs,1086841.4,Customer Experience,LSG Sky Chefs,CC-CAB-610,VP Customer Experience,Approved,2023-01-11 16:20:00
184,2023-01-11,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Marsh Aviation,682922.84,Finance & Accounting,Marsh Aviation,CC-FIN-710,CFO,Paid,2023-01-11 16:20:00
185,2023-01-11,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,1844575.65,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2023-01-11 14:45:00
186,2023-01-11,General & Admin,IT & Communications,IT & Communications - AT&T Business,294576.8,Corporate Services,AT&T Business,CC-COR-810,Director Procurement,Approved,2023-01-11 10:15:00
187,2023-01-11,General & Admin,Utilities & Facilities,Utilities & Facilities - ConEdison,222224.61,Corporate Services,ConEdison,CC-COR-810,VP Corporate Services,Pending,2023-01-11 12:30:00
188,2023-01-12,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,10443960.57,Flight Operations,Chevron Aviation,CC-FLT-110,VP Flight Ops,Approved,2023-01-12 10:15:00
189,2023-01-12,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,1619795.61,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Approved,2023-01-12 10:15:00
190,2023-01-12,Fuel,Into-Plane Services,Into-Plane Services - Menzies Aviation,1645057.66,Flight Operations,Menzies Aviation,CC-FLT-110,VP Flight Ops,Approved,2023-01-12 16:20:00
191,2023-01-12,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,5451260.84,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Approved,2023-01-12 14:45:00
192,2023-01-12,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,4755101.9,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Paid,2023-01-12 14:45:00
193,2023-01-12,Maintenance,Line Maintenance,Line Maintenance - Lufthansa Technik,2226757.99,Maintenance & Engineering,Lufthansa Technik,CC-MNT-310,VP Maintenance,Approved,2023-01-12 12:30:00
194,2023-01-12,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Rolls-Royce TotalCare,1612479.92,Maintenance & Engineering,Rolls-Royce TotalCare,CC-MNT-310,VP Maintenance,Pending,2023-01-12 12:30:00
195,2023-01-12,Airport Operations,Landing Fees,Landing Fees - Atlanta ATL,1877573.18,Airport Operations,Atlanta ATL,CC-AIR-410,VP Airports,Approved,2023-01-12 14:45:00
196,2023-01-12,Airport Operations,Ground Handling,Ground Handling - dnata,730167.35,Airport Operations,dnata,CC-AIR-410,Director Stations,Approved,2023-01-12 16:20:00
197,2023-01-12,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - SMBC Aviation Capital,3046184.64,Fleet Management,SMBC Aviation Capital,CC-FLT-120,Treasury Director,Paid,2023-01-12 14:45:00
198,2023-01-12,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Travelport,919012.99,Commercial & Marketing,Travelport,CC-COM-510,Director Revenue Mgmt,Approved,2023-01-12 10:15:00
199,2023-01-12,Sales & Distribution,Credit Card Processing,Credit Card Processing - Visa Merchant Services,563266.03,Commercial & Marketing,Visa Merchant Services,CC-COM-510,Director Revenue Mgmt,Paid,2023-01-12 10:15:00
200,2023-01-12,In-flight Services,Catering,Catering - LSG Sky Chefs,1111761.77,Customer Experience,LSG Sky Chefs,CC-CAB-610,VP Customer Experience,Pending,2023-01-12 10:15:00
201,2023-01-12,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Marsh Aviation,714300.11,Finance & Accounting,Marsh Aviation,CC-FIN-710,Controller,Approved,2023-01-12 12:30:00
202,2023-01-12,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,1801368.33,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2023-01-12 14:45:00
203,2023-01-12,General & Admin,IT & Communications,IT & Communications - SITA,285026.43,Corporate Services,SITA,CC-COR-810,Director Procurement,Paid,2023-01-12 16:20:00
204,2023-01-12,General & Admin,Utilities & Facilities,Utilities & Facilities - JLL,215019.93,Corporate Services,JLL,CC-COR-810,Director Procurement,Approved,2023-01-12 14:45:00
205,2023-01-13,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,11504763.1,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Paid,2023-01-13 12:30:00
206,2023-01-13,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,2064899.93,Flight Operations,World Fuel Services,CC-FLT-110,Chief Pilot,Approved,2023-01-13 16:20:00
207,2023-01-13,Fuel,Into-Plane Services,Into-Plane Services - Swissport Fueling,1850408.59,Flight Operations,Swissport Fueling,CC-FLT-110,Chief Pilot,Paid,2023-01-13 10:15:00
208,2023-01-13,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,6334535.38,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Approved,2023-01-13 14:45:00
209,2023-01-13,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,5984237.1,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2023-01-13 10:15:00
210,2023-01-13,Maintenance,Line Maintenance,Line Maintenance - Lufthansa Technik,2334225.83,Maintenance & Engineering,Lufthansa Technik,CC-MNT-310,Director Engineering,Approved,2023-01-13 12:30:00
211,2023-01-13,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Rolls-Royce TotalCare,1690301.47,Maintenance & Engineering,Rolls-Royce TotalCare,CC-MNT-310,Director Engineering,Paid,2023-01-13 16:20:00
212,2023-01-13,Airport Operations,Landing Fees,Landing Fees - Chicago ORD,2244771.31,Airport Operations,Chicago ORD,CC-AIR-410,VP Airports,Approved,2023-01-13 12:30:00
213,2023-01-13,Airport Operations,Ground Handling,Ground Handling - Menzies Aviation,872966.62,Airport Operations,Menzies Aviation,CC-AIR-410,Director Stations,Paid,2023-01-13 16:20:00
214,2023-01-13,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - AerCap,3252503.95,Fleet Management,AerCap,CC-FLT-120,VP Fleet,Pending,2023-01-13 12:30:00
215,2023-01-13,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Travelport,1135974.68,Commercial & Marketing,Travelport,CC-COM-510,Chief Commercial Officer,Approved,2023-01-13 10:15:00
216,2023-01-13,Sales & Distribution,Credit Card Processing,Credit Card Processing - Mastercard Merchant Services,696242.54,Commercial & Marketing,Mastercard Merchant Services,CC-COM-510,Director Revenue Mgmt,Approved,2023-01-13 10:15:00
217,2023-01-13,In-flight Services,Catering,Catering - Gate Gourmet,1157436.32,Customer Experience,Gate Gourmet,CC-CAB-610,VP Customer Experience,Paid,2023-01-13 12:30:00
218,2023-01-13,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Allianz Global Corporate & Specialty,806817.78,Finance & Accounting,Allianz Global Corporate & Specialty,CC-FIN-710,Controller,Approved,2023-01-13 14:45:00
219,2023-01-13,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2047511.05,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2023-01-13 16:20:00
220,2023-01-13,General & Admin,IT & Communications,IT & Communications - SITA,510497.15,Corporate Services,SITA,CC-COR-810,Director Procurement,Approved,2023-01-13 16:20:00
221,2023-01-13,General & Admin,Utilities & Facilities,Utilities & Facilities - JLL,385111.88,Corporate Services,JLL,CC-COR-810,VP Corporate Services,Paid,2023-01-13 14:45:00
222,2023-01-14,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,11844786.67,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Approved,2023-01-14 14:45:00
223,2023-01-14,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,2507277.33,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Approved,2023-01-14 14:45:00
224,2023-01-14,Fuel,Into-Plane Services,Into-Plane Services - Signature Aviation,1957099.64,Flight Operations,Signature Aviation,CC-FLT-110,Chief Pilot,Paid,2023-01-14 16:20:00
225,2023-01-14,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,7269211.78,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2023-01-14 16:20:00
226,2023-01-14,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,5911044.0,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2023-01-14 12:30:00
227,2023-01-14,Maintenance,Line Maintenance,Line Maintenance - Lufthansa Technik,2733188.05,Maintenance & Engineering,Lufthansa Technik,CC-MNT-310,Director Engineering,Approved,2023-01-14 16:20:00
228,2023-01-14,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Pratt & Whitney Services,1979205.14,Maintenance & Engineering,Pratt & Whitney Services,CC-MNT-310,Director Engineering,Paid,2023-01-14 16:20:00
229,2023-01-14,Airport Operations,Landing Fees,Landing Fees - Chicago ORD,2388304.03,Airport Operations,Chicago ORD,CC-AIR-410,VP Airports,Approved,2023-01-14 10:15:00
230,2023-01-14,Airport Operations,Ground Handling,Ground Handling - Swissport,928784.9,Airport Operations,Swissport,CC-AIR-410,Director Stations,Paid,2023-01-14 16:20:00
231,2023-01-14,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - AerCap,3674514.12,Fleet Management,AerCap,CC-FLT-120,Treasury Director,Approved,2023-01-14 12:30:00
232,2023-01-14,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Sabre Travel Network,1134969.13,Commercial & Marketing,Sabre Travel Network,CC-COM-510,Chief Commercial Officer,Approved,2023-01-14 14:45:00
233,2023-01-14,Sales & Distribution,Credit Card Processing,Credit Card Processing - Visa Merchant Services,695626.24,Commercial & Marketing,Visa Merchant Services,CC-COM-510,Director Revenue Mgmt,Paid,2023-01-14 14:45:00
234,2023-01-14,In-flight Services,Catering,Catering - dnata Catering,1331880.98,Customer Experience,dnata Catering,CC-CAB-610,Cabin Services Director,Pending,2023-01-14 16:20:00
235,2023-01-14,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Marsh Aviation,999227.12,Finance & Accounting,Marsh Aviation,CC-FIN-710,CFO,Paid,2023-01-14 12:30:00
236,2023-01-14,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2215158.79,Finance & Accounting,Fixed Asset Register,CC-FIN-720,CFO,Approved,2023-01-14 10:15:00
237,2023-01-14,General & Admin,IT & Communications,IT & Communications - Microsoft,308439.19,Corporate Services,Microsoft,CC-COR-810,VP Corporate Services,Paid,2023-01-14 10:15:00
238,2023-01-14,General & Admin,Utilities & Facilities,Utilities & Facilities - CBRE,232682.2,Corporate Services,CBRE,CC-COR-810,VP Corporate Services,Paid,2023-01-14 10:15:00
239,2023-01-15,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,6956848.88,Flight Operations,Chevron Aviation,CC-FLT-110,VP Flight Ops,Approved,2023-01-15 10:15:00
240,2023-01-15,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,7151391.17,Flight Operations,World Fuel Services,CC-FLT-110,Chief Pilot,Approved,2023-01-15 16:20:00
